"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",69,0.443507245533859,1.91058104332709,0.000137788956619311,0.00131299541243047,0.000974114117763689,4062,"tags=51%, list=26%, signal=38%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-69202","Cyclin E associated events during G1/S transition",81,0.427610742393056,1.92522556990577,0.000147734590566977,0.00139874352735528,0.00103773082847654,4062,"tags=49%, list=26%, signal=37%","7311/6233/5710/6502/1027/5707/5692/91768/5696/5693/5695/5716/4149/207/5694/5702/5701/5699/5698/5700/5686/5721/5689/7316/5711/1163/5691/1022/5690/5713/5718/5715/5934/6500/10197/7314/1019/5720/8454/5682"
"R-HSA-9020702","Interleukin-1 signaling",111,0.374482599772132,1.77841658523014,0.000152185857773969,0.00143171026708377,0.00106218892351795,4062,"tags=43%, list=26%, signal=32%","10454/7311/6233/5710/8878/5707/5692/6288/5696/5693/54472/8945/10392/23291/5695/5716/51135/5694/5702/5701/5699/5698/5700/5686/80216/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/3654/9097/7314/8517/28512/5720/6885/8454/4215/5682"
"R-HSA-202424","Downstream TCR signaling",94,0.403165558813659,1.86877694953159,0.000153361519768847,0.00143363901707967,0.00106361986728428,5460,"tags=59%, list=35%, signal=38%","7311/915/6233/5710/919/5707/917/5692/5696/5693/8945/23291/5695/5296/5716/7322/5694/5702/5701/5699/5698/5700/5686/5588/5295/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/3122/7314/8517/5720/6885/8454/5682/50852/3551/7189/3113/916/5970/8767/7979/3117/5708"
"R-HSA-9824272","Somitogenesis",49,0.490431724510159,1.96884103348087,0.000155009719468062,0.00143993305442973,0.00106828942711852,4167,"tags=55%, list=27%, signal=41%","5710/5707/5692/51176/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/5721/5689/5711/5691/5690/5713/5718/5715/10197/5720/5682/2043"
"R-HSA-9033241","Peroxisomal protein import",53,0.466932608488241,1.92508728232455,0.000158898603311962,0.00146683273182355,0.00108824635557732,6560,"tags=62%, list=42%, signal=36%","7311/6233/4358/373156/219743/1384/196743/7322/1891/10901/3295/5828/3417/7316/26061/30/8443/8310/7314/8239/83752/26063/8540/122970/7323/54677/23417/3416/51/23600/10965/54469/5264"
"R-HSA-5668914","Diseases of metabolism",191,0.322537514849235,1.68265738762456,0.000162499684904544,0.0014907579789069,0.00110599654779752,5250,"tags=48%, list=33%, signal=32%","7058/1545/7311/6233/51293/9469/9215/1798/5373/10418/54344/2990/79947/4060/6448/26229/1593/5476/22845/6888/4758/2937/2678/199857/5096/2548/353/1634/6948/4669/9509/191/2592/5091/411/25974/11095/5549/95/3417/79868/7316/633/4552/100/31/3074/6916/9719/6440/653509/2328/112812/2992/10675/79796/7841/4351/11253/6441/2720/1605/7314/79053/2673/157869/11285/29954/56922/2542/126792/3073/11041/8908/10082/2331/94025/4588/5095/113612/27249/3141/2730/8818/3251/2132/3423/2582/79695/9526/7057"
"R-HSA-983169","Class I MHC mediated antigen processing & presentation",336,0.277882813697968,1.53222283897504,0.000184384125177626,0.00168108242523058,0.00124719866348219,5068,"tags=43%, list=32%, signal=30%","2266/7311/6233/5710/26234/6502/114907/3693/10273/84727/5707/79791/7332/5692/10193/51529/55905/23352/79754/9903/29927/5696/5693/9817/29945/64219/929/26263/1535/140459/6923/8945/92591/64682/55182/23291/5695/26046/140461/55336/5716/7322/9632/6271/142678/65264/5694/23643/5702/5701/5699/5698/26267/8453/5700/5686/7326/115290/1147/143279/9616/89122/8925/23198/51433/55294/6737/2243/84676/5721/10425/5689/23304/7316/5711/27246/5691/29116/200845/5690/51130/114609/5713/79176/10333/1514/9520/5718/899/3685/5715/7325/55284/6047/51465/23480/7327/6500/22888/10197/4591/7317/64167/6396/8924/9554/7314/8517/26272/84861/5720/55585/51619/51191/51128/7319/8697/26091/8454/26249/5682/7428/90933/821/4689/10134/10484/4615/3551/55070/6468/9040/30849/10422/25831/8881/80196/22872/84961/84085/22954/26190/122769/7323/79876"
"R-HSA-109581","Apoptosis",162,0.335846302335727,1.68795497217679,0.000200877216409489,0.00182021870329335,0.00135042416714419,4972,"tags=43%, list=32%, signal=29%","90249/7311/6233/5710/5414/1687/4137/596/90427/8626/79658/5707/5692/1677/5696/56616/5693/581/929/5695/2620/5716/140735/2339/22985/207/5694/23643/5702/5701/5699/5698/5700/5686/5588/5533/6774/23198/708/5721/5689/7316/353376/5711/4836/5691/5690/5713/5718/9500/5715/10197/8717/7314/8737/5720/8743/5682/4976/115209/10134/118/637/28988/598/2934/79792/5534/7534"
"R-HSA-5673001","RAF/MAP kinase cascade",214,0.312480038149346,1.6344417294208,0.000204528198694764,0.00184200091141565,0.00136658443415436,4805,"tags=42%, list=31%, signal=29%","2266/1740/7311/64926/27040/6233/5710/5525/808/7094/5707/5692/57731/5778/5156/5923/5696/5693/60/2264/22808/2342/5695/5296/6464/5716/4763/54518/23463/2339/5694/8074/5702/5701/5699/5698/5786/5700/5686/5588/5295/28956/23198/2323/5527/818/2243/6714/6654/5721/5159/5689/7316/5711/5691/2254/71/5245/22821/2674/5690/6300/5713/5605/5718/5715/1445/10197/8660/7314/5720/5682/2261/284/7450/84292/3560/8649/7414/2064/5604/23179/5921/5147/598/11221/2885/25780/1956"
"R-HSA-446203","Asparagine N-linked glycosylation",265,0.291079694621499,1.56143356521029,0.000216872469979599,0.0019413372009689,0.00144028224082145,4099,"tags=39%, list=26%, signal=30%","7311/6233/80896/375056/10113/51399/9919/51693/84516/1798/5373/4245/1522/23423/54344/57731/79947/8869/5476/27095/22845/128637/51009/30815/29925/4758/199857/22796/57134/10559/22818/126003/11258/11014/140735/372/1603/10959/9632/4122/10402/29926/83696/10206/8729/830/5700/1315/26984/6811/378/84447/51272/63908/2517/1778/9761/79868/9117/7316/7264/83548/10299/1075/27090/6399/5973/55343/11196/79796/381/4905/55291/10342/2801/57511/10540/91445/7841/4351/55577/11253/10671/6396/2720/9554/55907/7314/2762/5537/79053/6184/1639/2673/1783/10945/51128/57171/11015/2525/197258/11316/282969/55860"
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",47,0.496590964739828,1.98375121415151,0.000242357660436172,0.00215639918351944,0.00159983718778729,5341,"tags=64%, list=34%, signal=42%","3065/161882/9739/8338/55766/9757/9070/4343/8850/5588/861/11091/85236/865/192670/84661/8364/4297/3020/27327/3276/8362/2033/26523/55170/723790/5929/7057/25942/2811"
"R-HSA-69206","G1/S Transition",125,0.353441254128467,1.72360969610681,0.000244932034314832,0.00216625517774255,0.00160714937107936,4062,"tags=42%, list=26%, signal=32%","7311/3065/6233/5710/6502/1027/5707/5692/6117/91768/5696/5693/5001/5695/56655/5716/4149/207/5694/5702/5701/5699/5698/5700/5686/6118/5721/28227/5689/7316/5422/5711/1163/5691/1022/5690/4175/4171/5557/5713/5718/5715/4172/5934/6500/10197/7314/5426/1019/5720/4173/8454/5682"
"R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)",46,0.498335838443611,1.98292913757822,0.00026099830489347,0.00229461009718843,0.00170237616161718,4062,"tags=57%, list=26%, signal=42%","5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/5711/5691/5690/5713/5718/5715/10197/5720/5682"
"R-HSA-5684996","MAPK1/MAPK3 signaling",220,0.303653187538119,1.58935345190457,0.000289256309837388,0.0025279974534309,0.00187552674270147,4805,"tags=41%, list=31%, signal=29%","2266/1740/7311/64926/27040/6233/5710/5525/808/7094/5707/5692/57731/5778/5156/5923/5696/5693/60/2264/22808/2342/5695/5296/6464/5716/4763/54518/23463/2339/5694/8074/5702/5701/5699/5698/5786/5700/5686/5588/5295/28956/23198/2323/5527/818/2243/6714/6654/5721/5159/5689/7316/5711/5691/2254/71/5245/22821/2674/5690/6300/5713/5605/5718/5715/1445/10197/8660/7314/5781/5720/5682/2261/284/7450/84292/3560/8649/7414/2064/5604/23179/5921/5147/598/11221/2885/25780/1956"
"R-HSA-9679506","SARS-CoV Infections",369,0.266478102429096,1.48450344008143,0.000291574462842157,0.00253326753892862,0.00187943663045625,5882,"tags=49%, list=37%, signal=31%","973/10454/482/7311/6232/6204/23225/54956/3065/6233/6188/6235/23339/30011/3615/7329/6206/3921/6208/6223/9641/23479/4245/6210/6203/6633/91782/974/7175/6193/3455/6205/6209/9817/25929/51065/6773/2197/11311/7284/10392/11097/23511/23367/2342/6230/79023/25855/6637/6201/1603/79902/9632/57617/6217/2339/207/5777/8480/10280/59272/6227/6218/26276/3459/1915/10465/1147/3614/89122/57504/79833/8021/50628/161/6654/1108/29082/1175/7316/1173/64601/84875/203068/27090/861/51304/7409/8487/7187/23165/1514/163/3454/81929/5094/7841/6628/11253/7405/6441/2932/6396/1312/3654/7314/8517/7555/5781/9688/6184/8737/55746/51128/65082/6885/3661/3276/7428/338440/1387/29110/6850/6229/821/23279/55706/6732/834/3326/23028/2033/10484/5336/10082/3551/6192/83666/29108/30849/23636/51317/4927/598/7189/2885/5045/5970/51125/7534/81631/196527/9631/8767/9972/3106/476/3688/7706/3105/3460/128866/51185/54815/114548/57122/4247/53826/6191/4928/11320/6231/6207/8829/6636/2280/6480/9868/6187/54960/10146"
"R-HSA-5357801","Programmed Cell Death",192,0.315949095975376,1.64502064366951,0.000305046516738723,0.00263481698960874,0.00195477638611887,4972,"tags=41%, list=32%, signal=28%","90249/7311/6233/5710/5414/1687/4137/596/10273/90427/8626/79658/5707/7332/5692/1677/91782/10211/5696/56616/5693/581/929/5695/2620/5716/140735/2339/22985/207/5694/23643/5702/5701/5699/5698/5700/5686/5588/5533/6774/23198/708/5721/29082/1991/5689/7316/353376/5711/4836/5691/5690/5713/5718/9500/5715/10197/8717/7314/8737/5720/8743/5682/4976/837/834/115209/10134/118/8473/637/28988/598/2934/79792/5534/7534"
"R-HSA-453279","Mitotic G1 phase and G1/S transition",141,0.3498883653092,1.72247088382733,0.000309054317307142,0.00265391410850377,0.00196894457966178,4062,"tags=41%, list=26%, signal=31%","7311/3065/6233/5710/6502/1027/5707/25/5692/6117/1031/91768/5696/5693/5001/5695/56655/5716/4149/894/207/5694/5702/5701/5699/5698/5700/5686/6118/6714/5721/28227/5689/7316/5422/5711/1163/5691/1022/5690/4175/4171/5557/5713/5718/5715/4172/5934/6500/10197/7314/5426/7153/1019/5720/4173/8454/5682"
"R-HSA-2453902","The canonical retinoid cycle in rods (twilight vision)",10,0.772672666046336,1.97415343659187,0.00032214132899127,0.00275030487237056,0.00204045709449293,1915,"tags=60%, list=12%, signal=53%","10170/5947/4647/285440/5959/5950"
"R-HSA-5205647","Mitophagy",38,0.520470306550064,1.98495070104614,0.00035683141756268,0.00299833955811147,0.00222447456080536,5063,"tags=61%, list=32%, signal=41%","7311/6233/56993/8878/7332/1460/100188893/1459/54543/7322/51001/6714/7316/7419/192111/7314/79065/29110/9804/1457/9927/81631/7323"
"R-HSA-6799198","Complex I biogenesis",58,0.456282815464663,1.91980809533155,0.000357283522158171,0.00299833955811147,0.00222447456080536,3887,"tags=64%, list=25%, signal=48%","4704/4713/4729/54539/4696/91942/4722/4712/4708/4714/126328/4695/28976/90871/57226/55967/5018/119559/51103/55744/4723/4709/3313/4694/55101/4701/29078/4702/25915/374291/4731/4707/4711/51079/84233/4725/150274"
"R-HSA-196854","Metabolism of vitamins and cofactors",164,0.333309308279227,1.68102494758704,0.000354466769660393,0.00299833955811147,0.00222447456080536,5356,"tags=48%, list=34%, signal=32%","348/5740/54956/26119/51293/4337/808/8884/5947/6472/56997/2194/4035/54/80308/23475/8876/9446/8644/128240/5096/10588/284439/2350/79001/6948/200895/55229/57017/27010/207/2644/5950/5091/10797/25974/79581/79717/4837/56910/25902/3417/4552/84875/51805/7804/31/48/84274/80704/54884/344/54981/6697/23590/119391/1528/80347/56922/51004/55328/29914/10243/10082/83666/10840/349565/55739/5095/27249/3141/80025/55191/65220/441024/55034/55937/9962/60496"
"R-HSA-9694516","SARS-CoV-2 Infection",264,0.284784510262373,1.52896297995562,0.000370982178847662,0.00309571004609037,0.00229671393506046,5882,"tags=52%, list=37%, signal=33%","10454/7311/6232/6204/23225/54956/6233/6188/6235/23339/7329/6206/3921/6208/6223/9641/23479/4245/6210/6203/6633/91782/7175/6193/3455/6205/6209/25929/51065/6773/2197/11311/7284/10392/11097/23511/23367/6230/79023/6637/6201/1603/79902/9632/57617/6217/207/5777/8480/59272/6227/6218/26276/1147/89122/79833/8021/50628/29082/7316/64601/84875/27090/51304/8487/7187/23165/1514/3454/81929/7841/6628/11253/7405/6441/2932/6396/3654/7314/8517/7555/5781/9688/6184/55746/51128/65082/6885/3661/3276/7428/338440/1387/29110/6229/821/23279/55706/6732/3326/10484/10082/3551/6192/83666/30849/23636/4927/7189/5045/51125/7534/81631/196527/9631/8767/9972/3106/7706/3105/128866/114548/57122/4247/6191/4928/11320/6231/6207/8829/6636/6480/9868/6187/54960/10146"
"R-HSA-9612973","Autophagy",141,0.347320337644811,1.70982870043588,0.000379828868590628,0.00315172606128291,0.00233827233709547,5516,"tags=54%, list=35%, signal=35%","7311/6233/123/51160/56993/389541/64121/8878/7332/91782/64422/1460/11315/3312/3043/55004/55054/100188893/58528/1459/54543/2475/5116/11152/140735/7322/472/5564/3920/1915/11345/23710/28956/1080/51001/8897/1778/6714/29082/7316/10542/7419/84938/115201/8100/192111/89853/7405/7248/64223/7314/51422/79065/1783/29110/5571/9804/1457/10670/3326/8649/56270/1781/84749/9927/30849/51271/81631/7323/155382/7251/60673/2034/128866/10325/8655"
"R-HSA-8949613","Cristae formation",31,0.553917550175,2.01077422045322,0.00044899190862114,0.00370481032979566,0.00274860674433759,2786,"tags=48%, list=18%, signal=40%","84303/9556/10632/516/521/513/25813/517/514/522/10476/498/3313/539/440574"
"R-HSA-9018519","Estrogen-dependent gene expression",101,0.368516587676426,1.74400007671628,0.000452541837992827,0.00371335719286337,0.00275494768041247,4976,"tags=51%, list=32%, signal=35%","6387/3065/57678/51523/596/23189/1025/8338/5432/55766/7392/8243/10498/5436/5438/5433/4343/8850/5435/1386/9126/8204/200845/6908/861/9687/85236/5441/8648/865/192670/8312/9166/8364/3020/27327/2625/2958/3276/3725/5437/8362/1387/3326/23028/2033/5430/1509/5885/26523/723790/27161"
"R-HSA-72172","mRNA Splicing",204,0.305815602535147,1.60218892649301,0.000513771717401177,0.00419249075470463,0.00311041789947441,5264,"tags=48%, list=33%, signal=32%","22794/10992/83443/24144/6430/6633/60625/9343/5432/9410/25804/58509/6629/9716/10084/22826/51428/51645/8896/5436/3312/51503/5438/5433/9416/6637/26017/10921/79622/27339/22985/10713/79171/10594/9129/51690/151903/10465/5435/84991/11325/8449/55954/6626/10915/5511/4670/65109/4809/51362/10450/26121/153527/10250/6631/5441/10569/5546/5094/6628/9584/9128/27258/8683/8926/84950/56259/6625/3185/59286/84844/5437/57819/3183/5725/10181/5093/55702/51593/10291/10523/27316/6429/51634/4236/5430/23020/55100/51759/51729/23350/11066/10946/3184/10929/3188/6638/51639"
"R-HSA-5628897","TP53 Regulates Metabolic Genes",72,0.406798473546245,1.78030777075375,0.000582607921051221,0.00472808735930029,0.00350777817128005,5211,"tags=54%, list=33%, signal=36%","7296/2821/389541/8626/64121/1327/1350/55004/1351/58528/2475/9167/9377/4343/5564/207/28956/1329/2539/5052/10542/1347/192670/7248/64223/51422/7295/27327/7001/1345/5571/10670/8649/26523/7534/27161/27165/1346/2936"
"R-HSA-73817","Purine ribonucleoside monophosphate biosynthesis",11,0.744770978579914,1.96992422509148,0.000605692931447757,0.00488857081829692,0.00362684119434636,3351,"tags=82%, list=21%, signal=64%","158/471/3615/2618/5471/10606/3614/122622/8833"
"R-HSA-936964","Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)",18,0.641716511546255,2.00369055456815,0.000623978001076368,0.00500749019528516,0.00371506773566038,4188,"tags=72%, list=27%, signal=53%","7311/6233/9641/929/23643/7316/353376/7187/23098/7314/5781/3661/29110"
"R-HSA-3700989","Transcriptional Regulation by TP53",320,0.267739291934883,1.46555073425984,0.000627207641251019,0.00500749019528516,0.00371506773566038,5547,"tags=47%, list=35%, signal=31%","7311/7296/2821/3065/6233/6829/90809/389541/5884/8626/1027/54971/27166/64121/6883/55615/1025/124446/6117/1820/4850/23019/5432/1460/2071/581/10498/5436/25904/1327/1350/6923/2068/55004/9891/5438/55571/1351/58528/1459/5433/2475/9167/472/9377/4343/7832/5564/207/11198/55240/5435/3486/1386/5305/28956/1329/84126/665/7156/6118/5527/84883/10111/7874/8851/5984/1108/2539/5052/7316/10542/85456/1616/6827/6908/4848/23774/1347/5441/1022/8812/8445/133746/404672/25920/192670/5934/7248/64223/10848/51755/7314/6874/51422/7295/5875/27327/5876/64769/51497/3276/3725/5437/2968/7001/1387/4292/1345/5571/834/1457/10670/10419/835/2033/604/8649/637/5300/55367/9150/5892/5430/27154/80196/26523/2177/580/7862/1121/7994/6446/7534/27161/6790/6794/27165/1346/2936/6873/4683/1017/54815/10325/83695/5883/5516/133383/6878"
"R-HSA-71387","Metabolism of carbohydrates",235,0.293939737756803,1.55142922870834,0.000656579714086632,0.00521380772960191,0.00386813515769204,5183,"tags=43%, list=33%, signal=29%","9956/10007/7311/23225/2821/6233/57214/230/9469/808/51084/231/10057/2990/4060/6448/26229/8372/7175/6888/30815/54480/25796/2548/347734/11046/10327/11097/23511/79023/1634/8692/4669/79902/55576/4125/8480/10402/2592/5091/411/2597/8705/5226/8021/5549/79586/2539/2026/7316/633/4126/226/79411/3074/26035/2992/80201/8509/10675/23165/51363/81929/2023/6396/5211/2720/7314/7086/9688/216/55746/5214/6548/11285/2525/56548/2542/126792/3073/23279/55706/11041/8908/4123/10082/2331/2526/8702/23636/4927/5255/2027/55501/2132/3423/9631/5315/9972/2582"
"R-HSA-5689880","Ub-specific processing proteases",154,0.324351618603617,1.62386294372509,0.000681872867155619,0.00538570173683877,0.00399566369101604,4930,"tags=45%, list=31%, signal=31%","10454/7311/6233/5710/6502/5707/5692/8338/23358/5696/5693/9817/5695/5716/57599/91833/8313/5694/5702/5701/5699/5698/8078/5700/5686/23198/1080/7874/5721/5689/7316/7419/5711/9960/5691/85236/5690/93624/5713/5718/5715/8312/90865/5423/11047/10197/8295/9097/7314/8517/8239/8737/5720/2625/6885/5682/9804/10474/9146/9736/7353/84749/4303/55288/23032/7189/8724/723790/27005"
"R-HSA-9793380","Formation of paraxial mesoderm",60,0.444565983070597,1.87586590438154,0.000755722292437242,0.00593724375494578,0.00440485389936824,4375,"tags=52%, list=28%, signal=37%","5710/5707/5692/51176/5696/5693/5695/652/5716/5694/5702/5701/5699/5698/8850/5700/5686/5721/5689/5711/5691/5690/5713/5718/5715/10197/5720/5682/2043/1387/2033"
"R-HSA-9820952","Respiratory Syncytial Virus Infection Pathway",101,0.356216260040219,1.6857889322019,0.000809000396337956,0.00632218828249292,0.00469044507149993,5363,"tags=50%, list=34%, signal=33%","7311/112950/6233/51003/30835/3455/1460/6773/28972/3312/929/4691/6923/5869/5499/1459/60559/9439/23643/9443/9282/10025/7316/4131/84246/23478/10333/9442/7514/3454/9968/7314/51191/3661/1387/9440/1457/3326/2033/219541/10134/10082/9441/6837/9789/1956/5045/1024/29079/10001/7706"
"R-HSA-163210","Formation of ATP by chemiosmotic coupling",18,0.634564345658518,1.98135868843083,0.000830533368495628,0.00643605785047561,0.00477492514866202,2482,"tags=61%, list=16%, signal=52%","9556/10632/516/521/513/517/514/522/10476/498/539"
"R-HSA-72306","tRNA processing",100,0.358307460770746,1.68948556193481,0.000832286424807611,0.00643605785047561,0.00477492514866202,5632,"tags=56%, list=36%, signal=36%","23225/54913/283989/10898/63892/5901/7175/10248/8270/348180/11097/23511/51493/152992/79023/60528/79902/8480/80324/8021/4234/2058/79897/115708/1478/23536/55687/23165/10799/1653/81929/55039/6396/54482/24140/9688/55746/3028/10940/23279/55706/9836/23636/81605/4927/83480/91801/25821/57570/9631/9972/84705/9692/57122/10785/4928"
"R-HSA-9024446","NR1H2 and NR1H3-mediated signaling",39,0.489262924357482,1.87439351121001,0.00085082274947337,0.00654513125506337,0.00485584694189571,5009,"tags=69%, list=32%, signal=47%","348/5360/2194/341/9611/347/2874/4343/8204/29116/344/8648/8841/192670/6720/27327/9619/7376/10062/6256/23028/2033/9612/26523/19/27161/6319"
"R-HSA-72163","mRNA Splicing - Major Pathway",196,0.302007128428723,1.57347854823339,0.000863917238355372,0.00661142881373516,0.00490503324313031,5264,"tags=48%, list=33%, signal=33%","22794/10992/83443/24144/6430/6633/60625/9343/5432/9410/25804/58509/6629/9716/10084/22826/51428/51645/8896/5436/3312/51503/5438/5433/9416/6637/26017/10921/27339/22985/10713/79171/10594/9129/51690/151903/10465/5435/84991/11325/8449/6626/10915/5511/4670/65109/4809/51362/10450/26121/153527/10250/6631/5441/10569/5546/5094/6628/9584/9128/27258/8683/8926/84950/56259/6625/3185/59286/84844/5437/57819/3183/5725/10181/5093/55702/51593/10291/10523/27316/6429/51634/4236/5430/23020/55100/51759/51729/23350/10946/3184/10929/3188/6638/51639"
"R-HSA-5632684","Hedgehog 'on' state",73,0.40110355521059,1.76205059937414,0.000913204063138896,0.00695258969719665,0.00515814123563533,3818,"tags=45%, list=24%, signal=34%","7311/6233/5710/5707/5692/5696/5693/5695/5716/64399/5694/5702/5701/5699/5698/5700/5686/23198/2736/5721/5689/7316/5711/5691/2121/5690/5713/5718/5715/374654/10197/7314/5720"
"R-HSA-1632852","Macroautophagy",127,0.349090019068379,1.69360667041314,0.000941036339957899,0.00710820111521151,0.00527358968102853,4621,"tags=47%, list=29%, signal=34%","7311/6233/123/56993/389541/64121/8878/7332/91782/64422/1460/11315/3312/55004/55054/100188893/58528/1459/54543/2475/5116/11152/140735/7322/472/5564/11345/23710/28956/1080/51001/8897/1778/6714/29082/7316/10542/7419/84938/115201/8100/192111/7405/7248/64223/7314/51422/79065/1783/29110/5571/9804/1457/10670/8649/56270/1781/84749/9927/30849"
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins",153,0.32675897404893,1.63209009954473,0.00094326839443565,0.00710820111521151,0.00527358968102853,5673,"tags=54%, list=36%, signal=35%","23225/3065/7329/286053/57591/9641/7155/6117/7175/11315/4152/8243/7158/11097/23511/6612/79023/83746/8554/9063/79902/8480/59348/8021/1487/10155/51564/9126/8204/4286/142/1616/1788/23165/8648/1912/81929/6613/7181/197370/5987/8364/10401/6396/8924/8517/7153/9688/3619/7376/55746/7428/3183/8362/1387/10062/23279/55706/22955/6256/2033/9612/1911/23636/4927/7067/5885/5970/6790/9631/51588/7508/9972/1786/25942/23314/648/57122/55143/4928/1789/9189"
"R-HSA-5578749","Transcriptional regulation by small RNAs",62,0.41353404851193,1.74749694088682,0.0009822969886272,0.00732753864748674,0.00543631666752215,5182,"tags=63%, list=33%, signal=42%","23225/5901/8338/5432/7175/55766/5436/11097/23511/5438/5433/79023/79902/8480/5435/8021/10526/85236/5441/23165/81929/8364/6396/3020/9688/27327/55746/5437/8362/23279/55706/23636/5430/4927/26523/723790/27161/9631/9972"
"R-HSA-8939211","ESR-mediated signaling",157,0.3262461789239,1.62818567501508,0.000980910761142556,0.00732753864748674,0.00543631666752215,5040,"tags=46%, list=32%, signal=31%","6387/4318/3065/57678/51523/596/808/1027/23189/1025/8338/5432/55766/7392/8243/10498/5436/5438/5296/5433/6464/4343/207/8850/5435/5295/1386/2289/2002/6714/55625/9126/8204/200845/6908/861/9687/85236/5441/8648/865/2309/7514/192670/8312/9166/8364/2793/3020/27327/2625/2958/3276/3725/4313/5437/8362/1387/3326/23028/2790/2033/4316/5430/1509/6722/5885/1956/26523/723790/27161/2787"
"R-HSA-69481","G2/M Checkpoints",125,0.337863904692811,1.64764439716866,0.00100758223981713,0.00747838677492415,0.00554823121740088,3842,"tags=39%, list=24%, signal=30%","7311/6233/5710/5884/51720/5707/5692/6117/5696/5693/5001/9577/7158/5695/5716/29086/472/5694/5702/5701/5699/5698/5700/5686/84126/7156/23198/6118/10111/5984/5721/5689/7316/5711/5691/85236/5690/4175/4171/5713/5718/5715/4172/10197/8364/8924/7314/5720/4173"
"R-HSA-8878159","Transcriptional regulation by RUNX3",91,0.362802414062336,1.67014991497167,0.0010856934779654,0.00801784633477451,0.00594845742401045,4187,"tags=44%, list=27%, signal=32%","7311/6696/6233/5710/5707/5692/51176/5696/5693/182/5695/5716/463/5694/5702/5701/5699/5698/8850/5700/5686/6714/5721/5689/7316/5711/5691/861/5690/5713/5718/865/5715/2309/10197/7314/5720/864/5682/1387"
"R-HSA-381070","IRE1alpha activates chaperones",49,0.449251752410997,1.80352379404779,0.00138714737648979,0.0101931177864449,0.00756229598809045,6843,"tags=73%, list=44%, signal=42%","58477/10113/7094/10525/10130/1200/116138/5611/56005/6464/64061/30827/84447/10954/4189/6745/37/1639/2673/6734/11015/8681/118/9797/22872/7709/7494/2137/3309/55738/7466/2081/9114/51726/9695/9570"
"R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",32,0.508718336974615,1.86779446602514,0.00225375186603713,0.0163979877149598,0.0121657023206878,5611,"tags=75%, list=36%, signal=48%","348/5360/341/9611/347/2874/4343/344/8648/8841/192670/27327/9619/7376/10062/6256/23028/2033/9612/26523/19/27161/79718/1071"
"R-HSA-9692914","SARS-CoV-1-host interactions",94,0.365470245687779,1.69404939472183,0.00224308783130333,0.0163979877149598,0.0121657023206878,5832,"tags=55%, list=37%, signal=35%","7311/6232/6204/6233/6188/6235/7329/6206/3921/6208/6223/9641/6210/6203/6193/6205/6209/51065/2197/6230/6201/6217/6227/6218/1915/10465/7316/861/7187/5094/6441/7314/8737/3661/29110/6229/834/2033/6192/29108/598/7189/5970/7534/7706/114548/6191/6231/6207/2280/9868/6187"
"R-HSA-8964043","Plasma lipoprotein clearance",30,0.514191469679709,1.85019011382111,0.00234885332037608,0.0170061585989974,0.0126169056063545,4212,"tags=63%, list=27%, signal=46%","348/7311/6233/26119/3988/949/341/10577/161/1175/7316/1173/29116/163/7436/7314/7376/4864/10062"
"R-HSA-2990846","SUMOylation",158,0.31274758244787,1.5656163906819,0.00238577036747495,0.0171891845500512,0.0127526929527159,5673,"tags=53%, list=36%, signal=34%","23225/3065/7329/286053/57591/9641/7155/6117/7175/11315/4152/8243/7158/11097/23511/6612/79023/83746/8554/9063/79902/8480/59348/8021/1487/10155/51564/9126/8204/4286/142/1616/1788/23165/8648/1912/81929/6613/7181/197370/5987/8364/10401/6396/8924/8517/7153/9688/3619/7376/55746/7428/3183/8362/1387/10062/10055/23279/55706/22955/6256/2033/9612/1911/23636/4927/7067/5885/5970/6790/9631/51588/7508/9972/1786/25942/23314/648/57122/55143/4928/1789/9189"
"R-HSA-70326","Glucose metabolism",70,0.393674058079803,1.71060302337863,0.00249945544545539,0.0179208528783379,0.0132955192576345,7397,"tags=71%, list=47%, signal=38%","10007/23225/2821/230/7175/11097/23511/79023/79902/8480/5091/2597/8021/2026/226/80201/23165/81929/2023/6396/5211/9688/55746/5214/2542/23279/55706/23636/4927/2027/9631/5315/9972/7167/57122/5516/4928/10762/132789/5106/5518/83440/2203/3098/5528/92579/669/5208/5213/283871"
